,mean,std
Open,2.2392879965120045,0.26016023651270115
High,2.255745546099899,0.26003900154706405
Low,2.222423225089719,0.2603272714019712
Close,2.2393147287586648,0.26002640470712096
Volume,14.533505308963589,0.5650366870824001
pct_chg,0.0001057346800330881,0.01291163781780726
