,mean,std
Open,7.561501471646186,0.4523032330768943
High,7.567578975884317,0.45128011051026445
Low,7.554943682842288,0.4533533489663795
Close,7.561694641386972,0.45226308881883004
Volume,0.0,0.0
pct_chg,0.0003577863950114058,0.012686097137562347
