,mean,std
Open,1.8632520584514163,0.41032130322149624
High,1.8865059993301092,0.41048778207037256
Low,1.837682571966985,0.40811069351585516
Close,1.8617987043772584,0.4088787183692378
Volume,12.134416168678284,1.485440638337313
pct_chg,-0.00020617358620483086,0.02322794650317001
