,mean,std
Open,2.085093806507318,1.1171338730107374
High,2.118848008964764,1.1187666818552782
Low,2.049478278731873,1.1120824092611525
Close,2.0826903817861613,1.1154920524549679
Volume,13.15728252434004,1.757945029439168
pct_chg,0.0007831308456161475,0.05536888095620404
