,mean,std
Open,2.8776676464724114,0.5507891713162137
High,2.904440580692925,0.5469057936188284
Low,2.8499412263852584,0.5542274426099204
Close,2.8773213113394185,0.5513970042450321
Volume,14.471995000681565,0.8288166655891553
pct_chg,-0.0009680710145819895,0.04051449946252122
