Date,Open,High,Low,Close,Volume
7/1/2021 16:00:00,40.22,40.57,38.45,38.72,851948
7/2/2021 16:00:00,38.58,38.93,38.09,38.65,304855
7/6/2021 16:00:00,38.64,38.94,36.93,37.27,467081
7/7/2021 16:00:00,37.25,37.39,36.71,37,287661
7/8/2021 16:00:00,36.47,36.77,35.78,35.91,236485
7/9/2021 16:00:00,35.97,36.57,35.42,35.71,246829
7/12/2021 16:00:00,35.77,36.44,35.11,36.22,217108
7/13/2021 16:00:00,35.9,36.96,35.61,35.69,250119
7/14/2021 16:00:00,35.86,36.4,34.42,34.67,307878
7/15/2021 16:00:00,34.41,34.86,33.84,34.6,417658
7/16/2021 16:00:00,34.6,34.99,34.04,34.1,394341
7/19/2021 16:00:00,33.49,34.98,33.49,34.66,521214
7/20/2021 16:00:00,34.65,35.35,34.55,34.8,341913
7/21/2021 16:00:00,34.81,35.81,34.56,35.75,221985
7/22/2021 16:00:00,35.69,35.7,34.83,35.42,268500
7/23/2021 16:00:00,35.43,37.08,35.22,36.88,265038
7/26/2021 16:00:00,36.73,37.08,36.42,36.65,397569
7/27/2021 16:00:00,36.46,37.01,35.46,36.95,361513
7/28/2021 16:00:00,36.8,38.19,36.42,37.96,224538
7/29/2021 16:00:00,38.02,38.15,37.33,37.49,283493
7/30/2021 16:00:00,37.35,37.51,36.7,36.79,151590
8/2/2021 16:00:00,36.7,37.63,36.36,37.28,200185
8/3/2021 16:00:00,37.13,38.67,37.08,37.78,321688
8/4/2021 16:00:00,37.54,39.1,37.31,38.64,542818
8/5/2021 16:00:00,38.25,38.25,35.71,36.33,287563
8/6/2021 16:00:00,36.1,36.1,34.93,35.6,294290
8/9/2021 16:00:00,35.45,35.6,34,35.4,303985
8/10/2021 16:00:00,35.13,35.35,32.51,33.75,675288
8/11/2021 16:00:00,33.48,34.1,33.35,33.86,528006
8/12/2021 16:00:00,34.04,35.8,33.31,34.95,361040
8/13/2021 16:00:00,35.16,35.35,34.41,35.03,292118
8/16/2021 16:00:00,35.17,35.88,34.12,34.99,411835
8/17/2021 16:00:00,34.72,34.87,34.21,34.65,275819
8/18/2021 16:00:00,34.5,35.02,33.77,34.8,380743
8/19/2021 16:00:00,34.85,35.46,33.79,34.26,322252
8/20/2021 16:00:00,33.84,35.49,33.83,35.11,213658
8/23/2021 16:00:00,35.47,36.91,35.35,35.97,158693
8/24/2021 16:00:00,36,36,35.4,35.52,169986
8/25/2021 16:00:00,35.32,36.52,35.2,36,279201
8/26/2021 16:00:00,35.78,36.27,35.26,35.75,331800
8/27/2021 16:00:00,35.98,37.09,35.82,36.83,255353
8/30/2021 16:00:00,36.87,37.79,36.67,37.75,172310
8/31/2021 16:00:00,37.59,37.65,34.6,35,670928
9/1/2021 16:00:00,35.03,35.62,34.47,34.95,344272
9/2/2021 16:00:00,35.15,38.47,35.05,37.38,401826
9/3/2021 16:00:00,37.45,37.45,36.23,36.48,218535
9/7/2021 16:00:00,36.63,36.85,35.29,35.48,436213
9/8/2021 16:00:00,34.23,34.23,32.14,32.33,1139218
9/9/2021 16:00:00,31.6,32.86,30.29,31.51,1715264
9/10/2021 16:00:00,31.8,33.3,31.37,31.75,6571033
9/13/2021 16:00:00,31.79,32.21,30.36,31.96,1192164
9/14/2021 16:00:00,31.56,32.53,30.95,31.14,887665
9/15/2021 16:00:00,30.78,31.61,30.68,31.02,637070
9/16/2021 16:00:00,30.88,31.24,29.59,29.67,979043
9/17/2021 16:00:00,29.49,29.63,27.97,29.01,2442481
9/20/2021 16:00:00,28.57,28.86,27.97,28.48,639699
9/21/2021 16:00:00,28.49,29.42,27.84,28.31,825540
9/22/2021 16:00:00,28.53,28.6,27.92,28.09,569119
9/23/2021 16:00:00,28.07,28.73,27.82,28.46,674066
9/24/2021 16:00:00,28.23,28.47,27.97,28.1,883662
9/27/2021 16:00:00,28.55,28.76,26.97,26.98,579693
9/28/2021 16:00:00,26.68,26.8,25.73,26.15,1051563
9/29/2021 16:00:00,26.16,27.68,26.15,26.17,860214
9/30/2021 16:00:00,26.17,26.93,25.78,26.21,907972
10/1/2021 16:00:00,26.11,26.46,25.12,25.95,568648
10/4/2021 16:00:00,25.9,26.21,25.2,25.7,727472
10/5/2021 16:00:00,25.7,26.44,25.5,26.06,883002
10/6/2021 16:00:00,25.81,26.66,25.56,26.65,858706
10/7/2021 16:00:00,26.71,26.9,25.78,26.06,814883
10/8/2021 16:00:00,25.85,26.35,25.05,25.33,1841478
10/11/2021 16:00:00,25.33,25.39,23.23,23.41,1616576
10/12/2021 16:00:00,22.54,24.91,20.81,24.64,3251220
10/13/2021 16:00:00,24.55,24.89,23.49,24.08,2828866
10/14/2021 16:00:00,24.47,24.5,23.48,23.73,3448540
10/15/2021 16:00:00,24.03,24.55,23.65,23.96,3252092
10/18/2021 16:00:00,23.82,24,23.08,23.54,1911647
10/19/2021 16:00:00,23.44,23.89,23.1,23.57,2566645
10/20/2021 16:00:00,23.86,24.38,23.05,24,3187162
10/21/2021 16:00:00,24.01,24.47,23.6,24.46,2614136
10/22/2021 16:00:00,24.51,24.61,23.67,23.71,1565683
10/25/2021 16:00:00,23.76,24.05,23.29,23.49,1886787
10/26/2021 16:00:00,23.7,23.85,23.24,23.79,2984791
10/27/2021 16:00:00,23.72,24.02,23.44,23.85,1670050
10/28/2021 16:00:00,23.96,24.57,23.45,24.17,2928903
10/29/2021 16:00:00,23.82,25.02,23.5,24.5,2632729
11/1/2021 16:00:00,24.24,25.06,24.2,24.96,1732753
11/2/2021 16:00:00,25,25.2,24.28,24.71,1309658
11/3/2021 16:00:00,24.56,25.02,24.3,24.74,2434330
11/4/2021 16:00:00,24.78,25.71,24.69,25.11,2157528
11/5/2021 16:00:00,25.16,25.48,24.76,24.92,758917
11/8/2021 16:00:00,24.96,25.7,24.88,25.5,1282622
11/9/2021 16:00:00,25.52,25.62,24.59,24.72,941306
11/10/2021 16:00:00,24.62,25.5,24.4,25.3,1117763
11/11/2021 16:00:00,25.37,26,25.2,25.43,1675355
11/12/2021 16:00:00,25.35,25.63,24.8,25.51,809081
11/15/2021 16:00:00,25.46,25.64,25.17,25.34,1337366
11/16/2021 16:00:00,25.26,25.55,25.09,25.26,860329
11/17/2021 16:00:00,25.37,25.51,25.04,25.29,1584451
11/18/2021 16:00:00,25.32,25.32,23.96,24.01,1476527
11/19/2021 16:00:00,23.93,24.28,23.68,23.76,824433
11/22/2021 16:00:00,24,24,22.91,23.16,1827414
11/23/2021 16:00:00,22.95,23.25,21.92,22.18,1757842
11/24/2021 16:00:00,22.1,22.53,21.5,22.13,830434
11/26/2021 13:00:00,21.86,22.12,21.5,21.59,594114
11/29/2021 16:00:00,21.59,21.92,21.22,21.43,1655438
11/30/2021 16:00:00,21.45,22.46,21.28,22,2790131
12/1/2021 16:00:00,22.14,23.03,22,22.5,4124272
12/2/2021 16:00:00,22.51,23.09,22.51,23.08,1735813
12/3/2021 16:00:00,23.16,23.45,21.45,21.62,4790560
12/6/2021 16:00:00,22.24,22.56,21.57,22.38,3041667
12/7/2021 16:00:00,22.64,23.81,22.58,23.41,1935377
12/8/2021 16:00:00,23.51,23.99,23.22,23.69,1564763
12/9/2021 16:00:00,23.64,23.76,22.85,22.95,1406521
12/10/2021 16:00:00,22.76,23.25,22.67,22.86,1747861
12/13/2021 16:00:00,22.8,23.37,22.45,22.97,1636174
12/14/2021 16:00:00,22.72,23.25,22.18,22.55,2869653
12/15/2021 16:00:00,22.42,23.57,21.92,23.54,4439294
12/16/2021 16:00:00,23.44,23.75,21.56,22.11,4635909
12/17/2021 16:00:00,21.96,23.35,21.43,23.33,12570407
12/20/2021 16:00:00,23.03,24.59,22.87,24.22,5740143
12/21/2021 16:00:00,24.46,25.83,24.32,25.81,4507352
12/22/2021 16:00:00,25.81,27.1,25.64,27.06,2887427
12/23/2021 16:00:00,27.26,27.62,26.71,27.39,2304142
12/27/2021 16:00:00,27.5,27.67,26.74,26.81,972952
12/28/2021 16:00:00,26.74,27.14,26.44,26.67,2791526
12/29/2021 16:00:00,26.62,26.88,26.16,26.77,1043629
12/30/2021 16:00:00,26.86,27.65,26.83,27.31,887332
12/31/2021 16:00:00,27.41,28.05,26.95,27,677860
1/3/2022 16:00:00,27.07,27.77,26.45,27.75,1163746
1/4/2022 16:00:00,27.06,27.5,25.49,25.67,1095359
1/5/2022 16:00:00,25.44,25.89,24.51,24.53,883777
1/6/2022 16:00:00,24.07,24.3,23.24,23.53,1530322
1/7/2022 16:00:00,23.43,23.51,22.36,23.26,1907272
1/10/2022 16:00:00,22.98,23.08,21.29,22.41,1694849
1/11/2022 16:00:00,22.29,23.79,22.29,23.59,1600000
1/12/2022 16:00:00,23.5,23.84,22.49,22.61,1911858
1/13/2022 16:00:00,22.4,22.65,20.61,20.63,1970808
1/14/2022 16:00:00,20.36,20.36,18.55,19.61,2529149
1/18/2022 16:00:00,19.23,19.32,17.7,17.83,2971352
1/19/2022 16:00:00,18.05,18.46,16.84,16.9,1769090
1/20/2022 16:00:00,17.04,18.16,17,17.06,1504046
1/21/2022 16:00:00,16.95,17.14,16.22,16.32,1766999
1/24/2022 16:00:00,15.86,17.14,14.93,17.06,3120083
1/25/2022 16:00:00,16.52,17.01,16.12,16.77,2400989
1/26/2022 16:00:00,17.16,17.4,15.54,15.67,4204506
1/27/2022 16:00:00,15.92,15.92,15.01,15.01,2058033
1/28/2022 16:00:00,15.04,15.37,14.36,15.33,2071560
1/31/2022 16:00:00,15.32,16.59,15.29,16.58,1351329
2/1/2022 16:00:00,16.92,17.29,16.18,17.07,3486491
2/2/2022 16:00:00,17.15,17.15,16.15,16.65,1148486
2/3/2022 16:00:00,16.16,17.23,16.01,16.74,1487400
2/4/2022 16:00:00,16.75,18.01,16.58,17.9,2132515
2/7/2022 16:00:00,17.7,19.02,17.64,18.79,2395422
2/8/2022 16:00:00,18.64,19.29,18.24,19.25,2298215
2/9/2022 16:00:00,19.43,20.63,19.38,20.58,1504085
2/10/2022 16:00:00,19.97,21.88,19.84,21.57,2218914
2/11/2022 16:00:00,21.46,22.43,21.45,21.51,1364278
2/14/2022 16:00:00,21.26,22.04,20.41,20.8,1183378
2/15/2022 16:00:00,21.24,21.87,20.96,21.87,2628789
2/16/2022 16:00:00,21.66,22.07,20.87,21.9,758723
2/17/2022 16:00:00,21.62,21.84,19.97,20.17,926364
2/18/2022 16:00:00,20.07,20.29,19.34,19.58,1934140
2/22/2022 16:00:00,19.3,19.88,18.92,18.98,1053694
2/23/2022 16:00:00,19.11,19.12,17.78,17.79,872837
2/24/2022 16:00:00,17.25,19.22,17.11,19.2,1314225
2/25/2022 16:00:00,19.29,20.39,19.29,20.3,1415888
2/28/2022 16:00:00,20.1,20.85,19.54,20.22,1399387
3/1/2022 16:00:00,20.15,21.14,19.68,19.85,2641927
3/2/2022 16:00:00,19.87,20.06,18.67,19.78,1039615
3/3/2022 16:00:00,19.97,20.25,18.63,19.23,1708222
3/4/2022 16:00:00,20,21.97,20,21.87,2701854
3/7/2022 16:00:00,21.99,22.36,20.6,20.94,2001275
3/8/2022 16:00:00,20.93,21.21,19.97,20.26,4370862
3/9/2022 16:00:00,20.6,22.52,20.6,22.46,3658420
3/10/2022 16:00:00,22.14,22.92,21.79,22.11,1093688
3/11/2022 16:00:00,22.14,22.4,21.54,21.81,2748321
3/14/2022 16:00:00,21.89,22.12,17.89,18.07,3683263
3/15/2022 16:00:00,17.92,19.75,17.64,19.75,2887039
3/16/2022 16:00:00,19.9,20.6,19.48,19.95,2777950
3/17/2022 16:00:00,19.8,21.95,19.33,21.92,1985204
3/18/2022 16:00:00,21.76,23.53,21.28,23.5,2859936
3/21/2022 16:00:00,23.07,23.64,22.65,22.89,1155202
3/22/2022 16:00:00,22.9,24.22,22.89,24.11,1067350
3/23/2022 16:00:00,23.9,24.25,23.6,23.87,899329
3/24/2022 16:00:00,24.09,24.29,23.44,24,550914
3/25/2022 16:00:00,24.18,24.44,23.27,23.59,664308
3/28/2022 16:00:00,23.58,24.18,23.5,24.07,613664
3/29/2022 16:00:00,24.49,25.1,24.4,25.02,1660004
3/30/2022 16:00:00,25.2,25.47,24.68,24.8,1344875
3/31/2022 16:00:00,25,25.86,24.53,25.35,1357372
4/1/2022 16:00:00,25.35,26.24,25.24,26.05,998001
4/4/2022 16:00:00,26,26.31,25.45,25.88,973477
4/5/2022 16:00:00,25.94,26.08,25.04,25.39,1040511
4/6/2022 16:00:00,24.79,24.79,23.27,24.63,1527657
4/7/2022 16:00:00,24.4,25.12,24.18,24.79,978995
4/8/2022 16:00:00,24.38,24.57,23.87,24.09,796000
4/11/2022 16:00:00,23.85,24.28,23.21,23.71,1519769
4/12/2022 16:00:00,24.07,24.6,23.1,23.3,871512
4/13/2022 16:00:00,23.37,23.91,22.95,23.1,2379715
4/14/2022 16:00:00,23,23.45,22.56,23.07,819135
4/18/2022 16:00:00,22.87,23.16,21.96,22.28,1028294
4/19/2022 16:00:00,22.19,23.05,21.86,22.8,752394
4/20/2022 16:00:00,22.9,23.29,21.66,21.69,1150011
4/21/2022 16:00:00,21.8,21.87,19.32,19.47,2082176
4/22/2022 16:00:00,19.21,20.05,18.54,18.77,1249912
4/25/2022 16:00:00,18.58,20.14,18.5,20.03,1991985
4/26/2022 16:00:00,19.75,20.19,19.09,19.2,1746941
4/27/2022 16:00:00,19.05,19.19,18.02,18.22,1250760
4/28/2022 16:00:00,18.37,18.79,17.65,18.69,1331277
4/29/2022 16:00:00,18.38,18.63,17.75,17.77,2381044
5/2/2022 16:00:00,17.59,18.7,17.51,18.4,1758253
5/3/2022 16:00:00,18.34,19.05,18.07,18.51,1780835
5/4/2022 16:00:00,18.53,19.39,17.42,19.34,2174668
5/5/2022 16:00:00,18.8,18.8,17.25,18.01,1926819
5/6/2022 16:00:00,17.89,18.18,15.64,17.67,3242264
5/9/2022 16:00:00,17.04,17.87,15.97,16.67,1826848
5/10/2022 16:00:00,17.02,17.34,14.82,15.58,1538446
5/11/2022 16:00:00,15.42,16.64,15.37,16.25,4080236
5/12/2022 16:00:00,16.08,17.13,15.46,17,3061712
5/13/2022 16:00:00,17.34,19.22,17.34,19.17,1985159
5/16/2022 16:00:00,18.9,19.51,18.73,19.23,3648292
5/17/2022 16:00:00,19.58,19.65,18.4,19.53,1516586
5/18/2022 16:00:00,19.22,19.96,18.67,18.75,1436238
5/19/2022 16:00:00,18.75,19.93,18.75,19.19,3070915
5/20/2022 16:00:00,19.43,19.9,18.52,19.5,2222066
5/23/2022 16:00:00,19.86,19.91,19,19.23,1297456
5/24/2022 16:00:00,19.07,19.25,18.47,18.8,1566073
5/25/2022 16:00:00,18.83,19.84,18.83,19.4,1889417
5/26/2022 16:00:00,19.41,19.96,19.15,19.22,1579427
5/27/2022 16:00:00,19.38,20.07,19.38,19.7,2929980
5/31/2022 16:00:00,19.73,20.31,18.83,19.1,17753497
6/1/2022 16:00:00,19.1,19.4,17.69,18.18,2323956
6/2/2022 16:00:00,18.38,20.11,18.18,19.86,2047403
6/3/2022 16:00:00,19.59,19.83,19.04,19.59,1084763
6/6/2022 16:00:00,19.95,20.38,19.37,19.55,1183150
6/7/2022 16:00:00,19.29,20.53,19.15,20.46,1192628
6/8/2022 16:00:00,20.45,21.41,20.38,21.3,1205140
6/9/2022 16:00:00,21,21.61,19.97,20.04,1520284
6/10/2022 16:00:00,19.64,19.76,19.12,19.61,1244915
6/13/2022 16:00:00,18.85,19.48,18.29,18.55,1551594
6/14/2022 16:00:00,18.55,19,17.74,18.77,1263767
6/15/2022 16:00:00,19.41,19.61,18.51,19.02,1983878
6/16/2022 16:00:00,18.15,18.77,17.41,18.14,2324760
6/17/2022 16:00:00,18.37,19.47,18.3,19.15,2027153
6/21/2022 16:00:00,19.32,20.25,19.32,19.84,1387334
6/22/2022 16:00:00,19.62,20.4,19.4,19.99,1382304
6/23/2022 16:00:00,20.22,22.49,19.81,22.46,2343616
6/24/2022 16:00:00,22.5,22.54,21.61,21.98,2879926
6/27/2022 16:00:00,22.04,22.32,21.56,21.95,1159267
6/28/2022 16:00:00,21.99,22.52,21.41,21.6,1477913
6/29/2022 16:00:00,21.46,21.72,21.2,21.26,734561
6/30/2022 16:00:00,21.05,21.91,20.79,21.83,1418807
7/1/2022 16:00:00,21.92,22.73,21.61,22.6,1250841
7/5/2022 16:00:00,22.48,23.94,21.97,23.84,3049735
7/6/2022 16:00:00,23.84,24.83,23.84,24.47,2770083
7/7/2022 16:00:00,24.3,25.98,24.3,25.95,3406649
7/8/2022 16:00:00,25.56,27.12,25.17,26.7,3176697
7/11/2022 16:00:00,26.44,26.73,25.47,26.22,1666486
7/12/2022 16:00:00,26.19,26.68,25.61,26.13,1266444
7/13/2022 16:00:00,25.64,26.5,25.16,25.81,1138981
7/14/2022 16:00:00,26.08,26.19,25.12,25.99,1894382
7/15/2022 16:00:00,26.48,26.76,25.29,26.39,2095977
7/18/2022 16:00:00,26.6,27.04,25.57,25.61,1589030
7/19/2022 16:00:00,26.06,26.27,25.36,25.95,1524094
7/20/2022 16:00:00,26.35,26.87,25.63,26.46,1928327
7/21/2022 16:00:00,27,28.36,26.94,27.47,4981179
7/22/2022 16:00:00,27.61,27.76,24.97,25.18,2578935
7/25/2022 16:00:00,24.85,25.46,24.52,25.13,2135819
7/26/2022 16:00:00,25.11,26.5,24.85,25.95,2102742
7/27/2022 16:00:00,25.97,26.3,23.77,25.11,6344472
7/28/2022 16:00:00,25.02,25.38,24.48,25.19,1338413
7/29/2022 16:00:00,25.11,25.53,24.88,25.03,1536916
8/1/2022 16:00:00,24.74,25.31,24.48,25.08,1924105
8/2/2022 16:00:00,24.96,26.04,24.91,25.81,1561969
8/3/2022 16:00:00,26.48,26.66,25.73,26.45,2412064
8/4/2022 16:00:00,26.58,26.58,25.28,25.52,2814648
8/5/2022 16:00:00,24.76,25.62,23.8,25.59,2520622
8/8/2022 16:00:00,26.13,27.58,25.78,27.07,2123007
8/9/2022 16:00:00,26.87,27.06,26.12,26.35,1574888
8/10/2022 16:00:00,26.67,27.09,26.48,27.01,1421244
8/11/2022 16:00:00,27.25,28.28,25.74,25.75,1994789
8/12/2022 16:00:00,23.25,23.61,22.66,23.39,7186705
8/15/2022 16:00:00,23.13,23.46,22.8,23.3,2527058
8/16/2022 16:00:00,23.18,23.36,22.25,22.4,2487801
8/17/2022 16:00:00,22.15,22.19,21.02,21.1,2416183
8/18/2022 16:00:00,21.12,21.15,20.35,20.71,3426665
8/19/2022 16:00:00,20.54,20.82,20.02,20.34,2699414
8/22/2022 16:00:00,20.8,21.32,20.36,21.2,3927992
8/23/2022 16:00:00,21.08,21.52,20.39,21.41,1961043
8/24/2022 16:00:00,21.14,22.41,20.18,22.05,2807609
8/25/2022 16:00:00,22.5,22.55,21.77,22.19,2238188
8/26/2022 16:00:00,22.12,22.41,20.99,21.18,2241607
8/29/2022 16:00:00,21.01,21.29,20.74,20.83,2329386
8/30/2022 16:00:00,21.27,21.34,20.33,20.42,2070354
8/31/2022 16:00:00,21,21.57,20.31,20.78,2814663
9/1/2022 16:00:00,20.5,21.04,19.96,21.02,1711664
9/2/2022 16:00:00,21.3,21.34,20.65,21.07,1126396
9/6/2022 16:00:00,21.54,21.87,20.49,20.53,2482641
9/7/2022 16:00:00,20.53,22.31,20.46,22.22,2198686
9/8/2022 16:00:00,22.1,23.35,21.94,23.12,2332852
9/9/2022 16:00:00,23.12,23.74,22.74,23.48,1769242
9/12/2022 16:00:00,23.63,24.86,23.63,24.75,1871509
9/13/2022 16:00:00,24,24.59,23.83,24.13,2641993
9/14/2022 16:00:00,24.44,24.95,24.16,24.56,1937938
9/15/2022 16:00:00,24.25,25.43,24.25,24.95,2168854
9/16/2022 16:00:00,24.57,24.69,24.01,24.22,12659814
9/19/2022 16:00:00,23.77,24.23,22.84,23.74,2295314
9/20/2022 16:00:00,23.57,24.28,23.38,23.5,1726594
9/21/2022 16:00:00,23.66,24.17,23.4,23.51,1534311
9/22/2022 16:00:00,23.45,23.62,21.61,22.45,3511920
9/23/2022 16:00:00,22.27,22.88,22.01,22.43,3102374
9/26/2022 16:00:00,22.26,22.87,22.25,22.45,1053129
9/27/2022 16:00:00,22.85,23.7,22.61,23.1,2078694
9/28/2022 16:00:00,23.13,23.81,23.02,23.62,1460891
9/29/2022 16:00:00,23.4,23.85,23.03,23.52,1314712
9/30/2022 16:00:00,23.4,24.52,23.35,23.42,2834991
10/3/2022 16:00:00,23.6,24.04,22.86,23.87,1319907
10/4/2022 16:00:00,24.44,24.9,24.22,24.28,1971738
10/5/2022 16:00:00,23.99,24.56,23.51,23.93,1317665
10/6/2022 16:00:00,23.88,24.28,23.1,23.14,1975818
10/7/2022 16:00:00,22.75,22.86,22.23,22.56,2119921
10/10/2022 16:00:00,22.55,22.55,21.29,21.56,1963545
10/11/2022 16:00:00,21.47,22.75,20.81,22.62,1714448
10/12/2022 16:00:00,22.7,22.7,21.87,22.46,1386950
10/13/2022 16:00:00,21.89,22.39,21.55,22.09,952331
10/14/2022 16:00:00,22.32,22.59,21.13,21.18,1037741
10/17/2022 16:00:00,21.5,22.42,21.09,21.33,2119588
10/18/2022 16:00:00,21.82,22.23,21.1,21.13,2165815
10/19/2022 16:00:00,20.97,20.97,19.52,19.71,2362207
10/20/2022 16:00:00,19.77,20.74,19.51,20.36,1587404
10/21/2022 16:00:00,20.35,20.36,19.41,20.15,1113387
10/24/2022 16:00:00,20.1,20.19,19.6,19.99,1182776
10/25/2022 16:00:00,20.12,20.89,20.06,20.82,1363837
10/26/2022 16:00:00,20.77,21.33,20.61,20.8,1459518
10/27/2022 16:00:00,20.94,21.01,20.19,20.27,1029938
10/28/2022 16:00:00,20.26,20.53,19.66,20.12,1694938
10/31/2022 16:00:00,20.07,20.38,19.69,19.85,1341710
11/1/2022 16:00:00,20.2,20.29,19.48,19.82,1647740
11/2/2022 16:00:00,19.91,20.47,19.42,19.83,1620379
11/3/2022 16:00:00,19.72,19.83,19.12,19.31,2380518
11/4/2022 16:00:00,19.28,19.44,16.66,17.32,4713791
11/7/2022 16:00:00,17.18,17.66,17.05,17.44,2284409
11/8/2022 16:00:00,17.56,18.62,17.25,18.27,1971064
11/9/2022 16:00:00,18.23,18.24,17.31,17.43,2595263
11/10/2022 16:00:00,18.32,18.67,17.91,18.09,1354748
11/11/2022 16:00:00,18.07,19.08,18.07,18.98,1596071
11/14/2022 16:00:00,18.98,19.37,18.51,18.54,1739594
11/15/2022 16:00:00,18.87,19.05,18.51,18.79,1440087
11/16/2022 16:00:00,18.65,18.88,17.91,17.93,2234022
11/17/2022 16:00:00,17.61,17.62,16.6,16.62,1737163
11/18/2022 16:00:00,16.88,17.28,16.72,17.17,1465673
11/21/2022 16:00:00,16.95,17.04,15.86,16.04,2056289
11/22/2022 16:00:00,16.08,16.41,15.76,16.14,2415417
11/23/2022 16:00:00,16.45,16.87,16.27,16.43,808657
11/25/2022 13:00:00,16.34,16.74,16.15,16.66,575119
11/28/2022 16:00:00,16.66,16.77,16.29,16.29,1946274
11/29/2022 16:00:00,16.4,16.73,15.87,16.7,1954078
11/30/2022 16:00:00,16.88,17.57,16.4,17.56,1816288
12/1/2022 16:00:00,17.58,18.32,17.58,18.06,1745602
12/2/2022 16:00:00,17.81,18.26,17.66,18.13,1094890
12/5/2022 16:00:00,18,18.37,17.24,17.72,5553298
12/6/2022 16:00:00,17.72,18.16,17.52,17.78,2719519
12/7/2022 16:00:00,17.67,18.03,17.03,17.08,2115962
12/8/2022 16:00:00,17.12,17.48,17.05,17.33,2082289
12/9/2022 16:00:00,17.62,17.98,17.28,17.31,1127358
12/12/2022 16:00:00,17.24,17.81,17.04,17.69,913176
12/13/2022 16:00:00,18,18.35,17.32,17.7,1149454
12/14/2022 16:00:00,17.57,18.17,17.26,17.62,1511097
12/15/2022 16:00:00,17.42,17.59,16.99,17.2,1906123
12/16/2022 16:00:00,17,17.31,16.65,17.23,2805381
12/19/2022 16:00:00,16.92,17.01,16.33,16.45,1830447
12/20/2022 16:00:00,16.36,16.88,16.36,16.4,1718331
12/21/2022 16:00:00,16.57,16.92,16.35,16.86,996277
12/22/2022 16:00:00,16.86,17.04,16.7,16.98,1241174
12/23/2022 16:00:00,16.93,17.07,16.18,16.28,1075703
